game,platform,developer,genre,rating,release_date,metascore,user_score
Penny-Punching Princess,Switch,Nippon Ichi Software,Role-Playing,T,2018-04-03,63,51
Darksiders III,PS4,"Gunfire Games, THQ Nordic",Action Adventure,M,2018-11-27,63,75
Battle Princess Madelyn,PS4,Causal Bit Games,Action,E,2018-12-20,63,47
Sinner: Sacrifice for Redemption,PC,DarkStar Games,Action Adventure,,2018-10-18,63,43
Fable Fortune,PC,Mediatonic,Strategy,,2018-02-21,63,75
Beholder: Complete Edition,PS4,Warm Lamp Games,Strategy,T,2018-01-16,63,58
State of Mind,Switch,Daedalic Entertainment,Action Adventure,M,2018-08-15,63,71
The Station,XONE,The Station,Adventure,T,2018-02-20,63,80
Murderous Pursuits,PC,Blazing Griffin,Action,,2018-04-20,63,68
Secret of Mana,PS4,"Square Enix, Q Studios",Role-Playing,E10+,2018-02-15,63,60
The Lost Child,Switch,Kadokawa,Role-Playing,T,2018-06-19,63,64
The Way Remastered,Switch,Puzzling Dream,Action,T,2018-04-20,63,69
Salary Man Escape VR,PS4,"Sony Interactive Entertainment, Red Accent Studios",Puzzle,E,2018-06-26,63,69
Destiny 2: Warmind,PS4,Bungie,Action,,2018-05-08,63,28
Trailblazers,PS4,Supergonk Ltd.,Racing,E,2018-05-08,63,60
Garage,Switch,tinyBuild,Action Adventure,M,2018-05-10,63,68
Planet Alpha,PS4,Adrian Lazar,Action,T,2018-09-04,63,63
Call of Cthulhu,PS4,"Cyanide, Cyanide Studios",Role-Playing,M,2018-10-30,63,72
Mercenaries Wings: The False Phoenix,Switch,"RideonJapan,Inc.",Action,,2018-11-08,63,64
NBA 2K Playgrounds 2,XONE,Saber Interactive,Sports,,2018-10-16,62,63
Deliver Us The Moon: Fortuna,PC,KeokeN Interactive,Adventure,,2018-09-28,62,61
Chimparty,PS4,NapNok Games,Miscellaneous,,2018-11-13,62,64
Blind,PS4,Tiny Bull Studios,Adventure,,2018-09-18,62,50
The Infectious Madness of Doctor Dekker,PS4,D'Avekki Studios Limited,Adventure,T,2018-06-05,62,22
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Switch,Koei Tecmo Games,Role-Playing,T,2018-03-27,62,70
Gravel,PC,Milestone S.r.l,Racing,E,2018-02-27,62,70
Gal*Gun 2,Switch,Inti Creates,Action,M,2018-04-24,62,66
We Happy Few,PC,Compulsion Games,Action Adventure,M,2018-08-10,62,53
Go Vacation,Switch,Bandai Namco Games,Miscellaneous,E,2018-07-27,62,76
Gal Metal,Switch,DMM GAMES,Action,T,2018-10-30,62,67
The Station,PS4,The Station,Adventure,T,2018-02-20,62,64
Galak-Z: Variant S,Switch,"GungHo, 17-Bit",Action,E,2018-07-12,62,64
Metal Gear Survive,XONE,Konami,Action Adventure,M,2018-02-20,62,20
Adventure Time: Pirates of the Enchiridion,PS4,Bandai Namco Games,Action Adventure,E10+,2018-07-17,62,52
Raging Justice,Switch,MakinGames,Action,T,2018-05-08,62,57
The Lost Child,PS4,Kadokawa,Role-Playing,T,2018-06-19,61,51
Naruto to Boruto: Shinobi Striker,PS4,"CyberConnect2, Soleil",Action,T,2018-08-31,61,56
World of Warriors,PS4,Mind Candy,Action,T,2018-03-21,61,27
Sword Art Online: Fatal Bullet,PC,Dimps Corporation,Action,T,2018-02-23,61,74
Destiny 2: Warmind,XONE,Bungie,Action,,2018-05-08,61,34
Downward Spiral: Horus Station,PS4,"3rd Eye Studios Oy LTD, 3rd Eye Studios",Adventure,T,2018-09-18,61,35
Island Time VR,PS4,Flight School Studio,Action Adventure,E10+,2018-04-03,61,45
Metal Max Xeno,PS4,"Cattle Call, 24Frame",Role-Playing,T,2018-09-25,61,54
Detective Gallo,Switch,Footprints Games,Adventure,E,2018-08-17,61,58
Earthfall,PC,Holospark,Action,T,2018-07-12,61,54
Far Cry 5: Lost on Mars,PC,Ubisoft Montreal,Action,M,2018-07-17,61,33
The Witch and the Hundred Knight 2,PS4,Nippon Ichi Software,Role-Playing,T,2018-03-27,61,62
Asterix & Obelix XXL 2,Switch,Etranges Libellules,Action,,2018-11-29,61,59
BRAWL,Switch,Bloober Team,Action,M,2018-01-12,60,57
Devil May Cry HD Collection,PS4,"Pipeworks Software, Inc., NeoBards Entertainment",Miscellaneous,M,2018-03-13,60,60
Payday 2,Switch,"Sumo Digital, Overkill Software",Action,M,2018-02-27,60,51
SYMMETRY,PC,Sleepless Clinic,Adventure,,2018-02-20,60,65
SNK Heroines: Tag Team Frenzy,Switch,SNK Corporation,Action,T,2018-09-07,60,64
Shelter Generations,Switch,Might and Delight,Adventure,T,2018-04-12,60,55
Metal Gear Survive,PS4,Konami,Action Adventure,M,2018-02-20,60,14
SNK Heroines: Tag Team Frenzy,PS4,SNK Corporation,Action,T,2018-09-07,60,62
Naruto to Boruto: Shinobi Striker,XONE,CyberConnect2,Action,T,2018-08-31,60,58
Mega Man X Legacy Collection 2,Switch,Capcom,Miscellaneous,T,2018-07-24,60,66
Warriors Orochi 4,Switch,Omega Force,Action,T,2018-10-16,60,65
All-Star Fruit Racing,PS4,3DClouds.it,Racing,E,2018-08-21,60,36
GRIP: Combat Racing,Switch,Caged Element Inc.,Racing,E10+,2018-11-06,59,65
X4: Foundations,PC,Egosoft,Action Adventure,,2018-11-30,59,65
Devious Dungeon,Switch,Noodlecake Studios Inc,Action,E10+,2018-03-30,59,59
Dakar 18,PC,Bigmoon Entertainment,Racing,E,2018-09-25,59,58
The Inpatient,PS4,SuperMassive Games,Action Adventure,M,2018-01-23,59,61
Road Redemption,PS4,Dark Seas Games,Simulation,M,2018-11-06,59,44
Jagged Alliance: Rage!,PC,HandyGames,Strategy,M,2018-12-06,58,21
Little Witch Academia: Chamber of Time,PS4,Bandai Namco Games,Action,T,2018-05-15,58,64
V-Rally 4,PS4,Kylotonn,Racing,E,2018-09-11,58,53
SINNER: Sacrifice for Redemption,Switch,Another Indie,Action Adventure,,2018-10-18,58,60
This is the Police 2,Switch,Weappy Studio,Simulation,M,2018-09-25,58,56
The Long Reach,Switch,Painted Black Games,Action Adventure,M,2018-03-15,58,56
Kirby Battle Royale,3DS,"Nintendo, HAL Labs",Miscellaneous,E10+,2018-01-19,57,70
Little Dragons Cafe,PS4,Aksys Games,Strategy,E10+,2018-08-24,57,42
Dynasty Warriors 9,PC,Omega Force,Action Adventure,T,2018-02-13,57,29
Sinner: Sacrifice for Redemption,PS4,DarkStar Games,Action Adventure,M,2018-10-18,57,39
Gear.Club Unlimited 2,Switch,Eden Games Mobile,Racing,E,2018-12-04,57,56
Tour de France 2018,PS4,"Cyanide, Cyanide Studios",Sports,E,2018-06-28,57,54
RollerCoaster Tycoon Adventures,Switch,Nvizzio Creations,Strategy,E,2018-12-13,57,58
Animal Force,PS4,Sony Interactive Entertainment,Action,E,2018-07-10,57,57
Far Cry 5: Lost on Mars,PS4,Ubisoft Montreal,Action,M,2018-07-17,57,51
Earthfall,XONE,Holospark,Action,T,2018-07-13,56,55
Gal*Gun 2,PS4,Inti Creates,Action,M,2018-04-24,56,61
Train Sim World,PS4,Dovetail Games,Miscellaneous,E,2018-07-24,56,59
Dynasty Warriors 9,XONE,"Omega Force, Koei Tecmo Games",Action Adventure,T,2018-02-13,56,41
Space Hulk: Deathwing,PS4,Streum On Studio,Action,M,2018-05-22,55,57
Suicide Guy,Switch,Chubby Pixel,Action Adventure,T,2018-05-10,55,67
Robocraft Infinity,XONE,Freejam,Action,E10+,2018-04-11,55,74
The Seven Deadly Sins: Knights of Britannia,PS4,"Bandai Namco Games, NATSUME ATARI Inc.",Action,T,2018-02-09,55,59
STONE,PC,Convict Games,Adventure,,2018-09-21,55,34
Titan Quest,PS4,THQ Nordic,Role-Playing,T,2018-03-20,55,56
Anamorphine,PS4,Artifact 5,Adventure,T,2018-07-31,55,36
Nippon Marathon,PS4,Onion Soup,Sports,T,2018-12-17,54,30
Shaq Fu: A Legend Reborn,XONE,Big Deez Productions,Action,T,2018-06-05,54,55
Jumping Joe & Friends,Switch,Vixa Games / QubicGames S.A.,Action,E,2018-05-25,54,57
Metal Gear Survive,PC,Konami,Action Adventure,M,2018-02-21,54,12
Legend of Kay Anniversary,Switch,Kaiko,Action Adventure,E10+,2018-05-29,54,61
Earthfall,PS4,Holospark,Action,T,2018-07-13,54,58
Time Carnage,PS4,Wales Interactive Ltd.,Action,T,2018-04-10,54,37
Kingdom Come: Deliverance - From The Ashes,PC,Warhorse Studios,Role-Playing,M,2018-07-05,54,47
Dakar 18,XONE,Bigmoon Entertainment,Racing,E,2018-09-25,54,71
Legendary Eleven,Switch,Eclipse Games,Sports,E,2018-06-08,54,60
Castle of Heart,Switch,7Levels,Action Adventure,T,2018-03-23,53,73
Black Clover: Quartet Knights,PS4,"Bandai Namco Games, ilinx inc.",Action Adventure,T,2018-09-14,53,52
Fallout 76,PS4,Bethesda Game Studios,Role-Playing,M,2018-11-14,53,25
Dakar 18,PS4,Bigmoon Entertainment,Racing,E,2018-09-25,53,50
Extinction,XONE,Iron Galaxy Studios,Action Adventure,M,2018-04-10,52,11
Fallout 76,PC,Bethesda Game Studios,Role-Playing,M,2018-11-14,52,25
OVERKILL's The Walking Dead,PC,Starbreeze,Sci-Fi,M,2018-11-06,51,52
Immortal: Unchained,XONE,Toadman Interactive,Role-Playing,T,2018-09-07,51,81
Bullet Witch,PC,Cavia Inc.,Action,,2018-04-25,51,52
Baseball Riot,Switch,10tons,Puzzle,E10+,2018-01-19,51,56
Extinction,PC,Iron Galaxy Studios,Action Adventure,M,2018-04-09,51,21
AO International Tennis,PS4,Big Ant Studios,Sports,E,2018-05-08,50,61
Lust for Darkness,PC,Movie Games,First-Person,,2018-06-12,50,52
Fear Effect Sedna,PS4,Sushee,Role-Playing,M,2018-03-06,50,66
Milanoir,Switch,Italo Games,Role-Playing,M,2018-05-31,50,50
Adventure Time: Pirates of the Enchiridion,Switch,Bandai Namco Games,Action Adventure,E10+,2018-07-17,50,58
Crisis on the Planet of the Apes VR,PS4,Imaginati,Action,M,2018-04-03,49,13
Shaq Fu: A Legend Reborn,Switch,Big Deez Productions,Action,T,2018-06-05,49,64
Carnival Games for Nintendo Switch,Switch,Mass Media,Miscellaneous,E10+,2018-11-06,49,40
Fallout 76,XONE,Bethesda Game Studios,Role-Playing,M,2018-11-14,49,24
Immortal: Unchained,PS4,Toadman Interactive,Role-Playing,T,2018-09-07,49,62
Nickelodeon Kart Racers,XONE,GameMill Entertainment,Racing,E,2018-10-23,49,63
Morphies Law,Switch,Cosmoscope GmbH,Action,T,2018-08-20,48,55
Past Cure,PC,Phantom 8,Action,M,2018-02-02,48,66
Out of Ammo,PS4,RocketWerkz,Action,T,2018-01-30,48,73
Extinction,PS4,Iron Galaxy Studios,Action Adventure,M,2018-04-10,47,15
Desert Child,Switch,Oscar Brittain,Racing,,2018-12-11,47,50
Agony,PC,Madmind Studio,General,M,2018-05-29,47,42
Scribblenauts Showdown,Switch,Warner Bros. Interactive Entertainment,Puzzle,E10+,2018-03-06,47,43
Fear Effect Sedna,XONE,Sushee,Role-Playing,M,2018-03-06,46,41
ARK Park,PS4,Snail Games,Adventure,T,2018-03-22,46,45
Tennis World Tour,PS4,Breakpoint,Sports,E,2018-05-22,45,28
Yet Another Zombie Defense HD,XONE,Awesome Games Studio,Strategy,M,2018-06-22,45,40
Bravo Team,PS4,SuperMassive Games,Action,T,2018-03-06,45,44
KURSK,PC,Jujubee,Action Adventure,,2018-11-07,43,40
New Gundam Breaker,PS4,Bandai Namco Games,Action,T,2018-06-22,43,30
Fear Effect Sedna,PC,Sushee,Role-Playing,M,2018-03-06,42,64
Nickelodeon Kart Racers,PS4,GameMill Entertainment,Racing,E,2018-10-23,42,46
Tennis World Tour,XONE,Bigben Interactive,Sports,E,2018-05-22,42,19
Gungrave VR,PS4,IGGYMOB,Action,T,2018-12-11,41,34
Nickelodeon Kart Racers,Switch,Maximum Games,Racing,E,2018-10-23,41,51
Senran Kagura Reflexions,Switch,Honey Parade Games,Action,M,2018-09-13,39,75
Hello Neighbor,Switch,tinyBuild,Adventure,E10+,2018-07-27,39,47
Agony,PS4,Madmind Studio,Action Adventure,M,2018-05-29,37,49
Underworld Ascendant,PC,OtherSide Entertainment,Role-Playing,T,2018-11-15,37,21
Past Cure,PS4,Phantom 8,Action,M,2018-02-23,37,50
Heavy Fire: Red Shadow,PS4,Mastiff,Action,T,2018-10-16,36,29
Shaq Fu: A Legend Reborn,PS4,Big Deez Productions,Action,T,2018-06-05,36,52
Hollow,Switch,MMEU,Action Adventure,M,2018-02-22,36,52
One Piece: Grand Cruise,PS4,Bandai Namco Games,Action,T,2018-05-22,35,23
Super Seducer: How to Talk to Girls,PC,RLR Training Inc,Adventure,M,2018-03-06,35,63
Past Cure,XONE,Phantom 8,Action,M,2018-02-23,34,69
Agony,XONE,Madmind Studio,Action Adventure,M,2018-05-29,34,45
Fantasy Hero: Unsigned Legacy,Switch,Arc System Works,Role-Playing,E10+,2018-01-25,34,37
Gene Rain,XONE,Deeli network,Action,M,2018-07-31,32,36
ARK: Survival Evolved,Switch,Studio Wildcard,Action Adventure,T,2018-11-30,29,30
The Quiet Man,PS4,"Square Enix, Human Head Studios",Action Adventure,M,2018-11-01,29,23
Wild West Online,PC,,Role-Playing,,2018-05-10,29,1
Resident Evil 2,XONE,Capcom R&D Division 1,Action Adventure,M,2019-01-25,93,84
Sekiro: Shadows Die Twice,PC,From Software,Action Adventure,M,2019-03-22,92,79
Sekiro: Shadows Die Twice,XONE,From Software,Action Adventure,M,2019-03-22,91,85
Resident Evil 2,PS4,Capcom R&D Division 1,Action Adventure,M,2019-01-25,90,87
NieR: Automata - Game of the YoRHa Edition,PS4,PlatinumGames,Role-Playing,M,2019-02-26,90,85
Devil May Cry 5,PC,Capcom,Action Adventure,M,2019-03-07,90,89
Sekiro: Shadows Die Twice,PS4,From Software,Action Adventure,M,2019-03-22,90,77
Apex Legends,PS4,Respawn Entertainment,Action,T,2019-02-04,89,68
Resident Evil 2,PC,Capcom R&D Division 1,Action Adventure,,2019-01-25,89,90
Slay the Spire,PC,Mega Crit Games,Strategy,,2019-01-23,89,65
Apex Legends,XONE,Respawn Entertainment,Action,T,2019-02-04,88,67
Apex Legends,PC,Respawn Entertainment,Action,T,2019-02-04,88,62
Devil May Cry 5,PS4,Capcom,Action Adventure,M,2019-03-08,87,78
Assault Android Cactus+,Switch,Witch Beam,Action,,2019-03-08,87,87
Devil May Cry 5,XONE,Capcom,Action Adventure,M,2019-03-08,87,75
Downwell,Switch,Moppin,Action,E10+,2019-01-31,87,68
Steins;Gate Elite,PS4,"5pb, Mages.",Action,M,2019-02-19,86,73
Sunless Skies,PC,Failbetter Games,Action Adventure,,2019-01-31,86,64
DiRT Rally 2.0,PC,Codemasters,Racing,E,2019-02-26,86,51
Devotion,PC,Red Candle Game,Action Adventure,,2019-02-19,85,73
Guacamelee! 2,XONE,DrinkBox Studios,Action,,2019-01-18,85,37
BlazBlue: Central Fiction - Special Edition,Switch,Arc System Works,Action,T,2019-02-07,85,83
Trials Rising,XONE,RedLynx,Racing,T,2019-02-26,85,53
MLB The Show 19,PS4,Sony Interactive Entertainment,Sports,E,2019-03-26,85,69
Tom Clancy's The Division 2,PC,Massive Entertainment,First-Person,M,2019-03-15,85,65
Steins;Gate Elite,Switch,"5pb, Mages.",Action,M,2019-02-19,85,74
Baba Is You,Switch,"Hempuli Oy, MP2 Games",Action Adventure,,2019-03-13,84,78
DiRT Rally 2.0,PS4,Codemasters,Racing,E,2019-02-26,84,57
Ape Out,Switch,Gabe Cuzzillo,Action,,2019-02-28,84,54
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,"Nintendo, Alphadream Corporation",Role-Playing,E,2019-01-11,84,77
Wargroove,Switch,Chucklefish,Strategy,E10+,2019-02-01,84,77
Sega Ages: OutRun,Switch,Sega,Racing,E,2019-01-10,84,77
Kingdom Hearts III,PS4,Square Enix,Action RPG,E10+,2019-01-29,84,80
Tales of Vesperia: Definitive Edition,Switch,Bandai Namco Games,Role-Playing,T,2019-01-11,84,77
Trials Rising,PC,RedLynx,Racing,T,2019-02-26,83,53
Metro Exodus,PC,4A Games,Action,M,2019-02-15,83,68
Tetris 99,Switch,"Arika, Nintendo",Puzzle,E,2019-02-13,83,83
Ape Out,PC,Gabe Cuzzillo,Action,,2019-02-28,83,60
Tom Clancy's The Division 2,PS4,Massive Entertainment,First-Person,M,2019-03-12,83,72
Wargroove,PC,Chucklefish,General,E10+,2019-02-01,82,59
The Messenger,PS4,Sabotage Studio,Action,E10+,2019-03-19,82,69
Unruly Heroes,PC,Magic Design Studios,Action,,2019-01-23,82,61
DiRT Rally 2.0,XONE,Codemasters,Racing,E,2019-02-26,82,76
Metro Exodus,XONE,4A Games,Action,M,2019-02-15,82,67
Hypnospace Outlaw,PC,Tendershoot,Adventure,,2019-03-12,82,62
Sid Meier's Civilization VI: Gathering Storm,PC,Firaxis Games,Strategy,,2019-02-14,82,67
Unravel Two,Switch,Coldwood Interactive,Action,E,2019-03-22,82,80
The Legend of Heroes: Trails of Cold Steel,PS4,Falcom,Role-Playing,T,2019-03-26,81,89
Tales of Vesperia: Definitive Edition,XONE,Bandai Namco Games,Role-Playing,T,2019-01-11,80,79
Etrian Odyssey Nexus,3DS,Atlus,General,T,2019-02-05,80,66
New Super Mario Bros. U Deluxe,Switch,Nintendo,Action,E,2019-01-11,80,73
Captain Toad: Treasure Tracker - Special Episode,Switch,Nintendo Software Technology,Action,,2019-03-14,80,80
Ace Combat 7: Skies Unknown,PS4,Project Aces ,Simulation,T,2019-01-18,80,83
Tom Clancy's The Division 2,XONE,Massive Entertainment,First-Person,M,2019-03-12,80,74
Wargroove,XONE,Chucklefish,General,E10+,2019-02-01,80,48
Yoshi's Crafted World,Switch,Good-Feel,Action,E,2019-03-29,80,85
"Bury Me, My Love",PC,The Pixel Hunt,Adventure,,2019-01-10,80,53
Kirby's Extra Epic Yarn,3DS,Good-Feel,Action,E,2019-03-08,80,76
Tales of Vesperia: Definitive Edition,PS4,"Bandai Namco Games, QLOC",Role-Playing,T,2019-01-11,80,73
Yo-kai Watch 3,3DS,Level 5,Role-Playing,E10+,2019-02-08,80,72
Kingdom Hearts III,XONE,Square Enix,Action RPG,E10+,2019-01-29,80,71
Catherine Classic,PC,Atlus,Action Adventure,M,2019-01-10,80,80
Yakuza Kiwami,PC,Ryu ga Gotoku Studios,Action Adventure,M,2019-02-19,80,73
Metro Exodus,PS4,4A Games,Action,M,2019-02-15,80,68
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PC,"Telltale Games, Skybound Games",Adventure,,2019-03-26,80,85
Tangledeep,Switch,Impact Gameworks,Role-Playing,E10+,2019-01-31,79,78
Octahedron: Transfixed Edition,Switch,Demimonde,Action,E10+,2019-01-17,79,82
Life is Strange 2: Episode 2 - Rules,PC,DONTNOD Entertainment,Action Adventure,M,2019-01-24,79,49
Trials Rising,PS4,RedLynx,Racing,T,2019-02-26,79,64
Ace Combat 7: Skies Unknown,PC,Project Aces ,Simulation,T,2019-01-31,78,67
Angry Birds VR: Isle of Pigs,PC,Resolution Games,Puzzle,,2019-02-07,78,38
Tropico 6,PC,Limbic Entertainment,Strategy,T,2019-03-29,78,72
Ace Combat 7: Skies Unknown,XONE,Bandai Namco Games,Simulation,T,2019-01-18,78,80
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PS4,"Telltale Games, Skybound Games",Adventure,,2019-01-15,78,71
Trials Rising,Switch,RedLynx,Racing,T,2019-02-26,78,79
A Fisherman's Tale,PC,Innerspace VR,Adventure,,2019-01-10,78,63
Eastshade,PC,Eastshade Studios,First-Person,,2019-02-13,78,80
My Memory of Us,Switch,Juggler Games / Crunching Koalas,Action,E10+,2019-01-24,77,81
Battlefleet Gothic: Armada 2,PC,Tindalos Interactive,Strategy,,2019-01-24,77,77
Unruly Heroes,XONE,Magic Design Studios,Action,,2019-01-23,77,72
Stellaris: Console Edition,PS4,Paradox Development Studio,Strategy,E10+,2019-02-26,77,63
Fate/Extella Link,PS4,Marvelous Inc.,Action,T,2019-03-19,77,72
Final Fantasy IX,Switch,SquareSoft,Role-Playing,,2019-02-13,76,79
Dead or Alive 6,XONE,"Team Ninja, Koei Tecmo Games",Action,M,2019-03-01,76,54
Pikuniku,Switch,Sectordub,Puzzle,E,2019-01-24,76,78
ToeJam & Earl: Back in the Groove,Switch,Humanature Studios,Action,E10+,2019-02-15,76,48
The Textorcist: The Story of Ray Bibbia,PC,Morbidware,Action Adventure,,2019-02-14,75,70
Observer,Switch,Bloober Team,Adventure,,2019-02-07,75,80
Unruly Heroes,Switch,Magic Design Studios,Action,E10+,2019-01-23,75,78
Far Cry New Dawn,XONE,Ubisoft Montreal,Action,M,2019-02-15,75,31
"Bury me, my Love",Switch,Plug In Digital,Adventure,E10+,2019-01-10,75,52
X-Morph: Defense,Switch,EXOR Studios,Strategy,,2019-02-21,75,76
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PC,"Telltale Games, Skybound Games",Adventure,,2019-01-15,74,72
Assassin's Creed III Remastered,PS4,Ubisoft,Action Adventure,M,2019-03-29,74,50
Onimusha: Warlords,XONE,"Capcom, NeoBards Entertainment",Action Adventure,M,2019-01-15,74,49
Life is Strange 2: Episode 2 - Rules,XONE,DONTNOD Entertainment,Action Adventure,M,2019-01-24,74,41
YIIK: A Postmodern RPG,PC,Ackkstudios,Role-Playing,M,2019-01-17,74,41
We. The Revolution,PC,Polyslash,Adventure,,2019-03-21,74,77
Death end re;Quest,PS4,Compile Heart,Role-Playing,M,2019-02-19,74,74
Dead or Alive 6,PC,"Team Ninja, Koei Tecmo Games",Action,M,2019-03-01,74,48
Pikuniku,PC,Sectordub,Puzzle,,2019-01-24,74,65
Dawn of Man,PC,Madruga Works,Strategy,,2019-03-01,74,73
Onimusha: Warlords,PS4,"Capcom, NeoBards Entertainment",Action Adventure,M,2019-01-15,74,56
Aragami: Shadow Edition,Switch,Lince Works,Action Adventure,M,2019-02-21,74,72
Far Cry New Dawn,PC,Ubisoft Montreal,Action,M,2019-02-15,73,34
Life is Strange 2: Episode 2 - Rules,PS4,DONTNOD Entertainment,Action Adventure,M,2019-01-24,73,45
ASTRONEER,PC,System Era Softworks,Action Adventure,,2019-02-06,73,71
The Eternal Castle Remastered,PC,Leonard Menchiari,Adventure,,2019-01-05,73,62
My Time At Portia,PC,Pathea Games,Simulation,E10+,2019-01-15,73,70
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PS4,"Telltale Games, Skybound Games",Adventure,,2019-03-26,73,74
Monster Energy Supercross:The Official Videogame 2,PS4,Milestone S.r.l,Racing,,2019-02-05,72,67
Dead or Alive 6,PS4,"Team Ninja, Koei Tecmo Games",Action,M,2019-03-01,72,51
The Liar Princess and the Blind Prince,Switch,Nippon Ichi Software,Action,E10+,2019-02-12,72,70
The Wizards: Enhanced Edition,PS4,Carbon Studio,Action,E10+,2019-03-12,71,61
Far Cry New Dawn,PS4,Ubisoft Montreal,Action,M,2019-02-15,71,35
A Fisherman's Tale,PS4,Innerspace VR,Adventure,,2019-01-22,71,45
Melbits World,PS4,Melbot Studios,Puzzle,,2019-02-05,71,71
God Eater 3,PS4,Bandai Namco Games,Role-Playing,T,2019-02-08,71,72
The Mage's Tale,PS4,InXile Entertainment,Adventure,,2019-02-05,71,56
The Hong Kong Massacre,PS4,VRESKI,Action,,2019-01-29,71,61
Chocobo's Mystery Dungeon: Every Buddy!,Switch,Square Enix,General,E10+,2019-03-20,71,78
Onimusha: Warlords,Switch,"Capcom, NeoBards Entertainment",Action Adventure,M,2019-01-15,71,65
Nelke & the Legendary Alchemists: Ateliers of the New World,PS4,Gust,Role-Playing,E10+,2019-03-26,70,33
Genesis Alpha One,XONE,Radiation Blue,Action,M,2019-01-29,70,34
Mages of Mystralia,Switch,Borealys Games,Action Adventure,,2019-01-29,69,67
Tannenberg,PC,Blackmill Games,Strategy,,2019-02-13,69,83
Hitman HD Enhanced Collection,PS4,IO Entertainment,Miscellaneous,M,2019-01-11,69,22
The Liar Princess and the Blind Prince,PS4,Nippon Ichi Software,Action,E10+,2019-02-12,69,64
Aftercharge,XONE,Chainsawesome Games,Action,,2019-01-10,69,57
